paper_id;author_id
5726139;2533242556
5726139;2239240923
5726139;2159071428
5794732;2152353419
5794732;2134673135
5824881;2069697781
5824881;1222800514
5824881;2141319986
5824881;2259782563
5841149;2887936480
5841149;2512075880
5841864;1966453060
5841864;2160717646
5841864;2250053747
5841864;340669688
5846485;2513971037
5846485;702118676
5848845;1974839357
5862008;2170751978
5862008;2109260640
5879839;2421071093
5879839;2353588857
5879839;2144418927
5879839;2100108167
5879839;2151584167
5889699;2083111786
5889699;2146978970
5889699;2030948482
5889699;2344226991
5892758;2120230960
5906594;293100833
5906594;2121430110
5906594;1805307815
5906594;2084998604
5917611;237646697
5924924;907203725
5924924;127742446
5928876;2230730986
5928876;347069363
6019636;2295458055
6019636;2132190268
6019636;2128402323
6033796;2066079593
6033796;2608457256
6033796;2206355151
6077573;2647122601
6105805;1206748541
6105805;2171607840
6105805;2141382980
6124650;274752216
6124650;2100656769
6169467;32050195
6169467;2110223873
6201493;2697785284
6201493;2073109877
6221940;2096266056
6221940;2156138153
6229082;2110850763
6304768;2136409575
6304768;2949707930
6304768;2098642314
6413923;1976921462
6419611;1968127934
6419611;1324257359
6430066;2661349709
6430066;2531350070
6430066;2166051662
6430066;2933488322
6447760;2100228189
6447760;2050144048
6447760;2603150432
6455561;2222079624
6455561;2798437202
6503115;2248380681
6503115;52721334
6503115;123996008
6512268;2132991267
6512268;2251781635
6512268;155519473
6585196;2140860665
6585196;2103127229
6585196;2070227047
6585196;2107166507
6608675;2115262544
6608675;678113094
6608675;1977228686
6608675;2086364231
6608675;2009161376
6608675;1970428103
6608675;2984628875
6608675;2102970870
6609858;2513514457
6609858;2635470976
6609858;2646605626
6625301;1903860859
6625301;2133510118
6625301;1982654055
6661174;2679267246
6661174;2285833330
6688141;2669893496
6688141;2163766424
6688141;2126661325
6688141;1978252935
6738442;2009082562
6738442;2211115799
6738442;1190067870
6747482;240052842
6757132;2102203551
6757132;381273065
6757132;334925106
6757132;2040497737
6757132;1681446341
6757132;301161809
6757132;2043574948
6825241;1238305306
6825241;2323111363
6837029;1964215257
6837029;2145206533
6837029;224847398
6837029;2120088882
6837029;1975749114
6870528;2108723231
6870528;245503833
6870528;61656001
6870528;2195362035
6870528;501654687
6893780;2279774059
6893780;2278064582
6913783;2117316930
6913783;2103109801
6913783;2124622502
6933244;817080566
6933244;2264739303
6993340;2103254718
6993340;1548007436
7016549;2167740327
7016549;2035708092
7064373;2665943088
7064373;1248874653
7064373;2063214047
7068636;26051059
7068636;1977476954
7118658;2137563960
7122632;2081311269
7122632;2991290284
7126213;1964679460
7126213;2126583752
7126213;1606202831
7126213;2055620171
7126213;2483422801
7149231;82646880
7149231;2133667293
7149231;2573500124
7162165;2406732394
7162165;2139580465
7185409;1901248117
7185409;2097023598
7224772;2201607350
7224772;1977198666
7257404;2469413644
7257404;2122339120
7270038;2284822296
7294302;2158813628
7294302;2111678102
7316513;2161681671
7316513;2152612276
7316513;1980965425
7324505;2051085873
7332547;2461548870
7332547;2264421566
7332547;2135200906
7332547;2242046956
7332547;1963944331
7332547;2974549613
7341430;244053215
7341430;2188696626
7341430;148054053
7371413;2088024608
7371413;2289323116
7371413;438104887
7371413;2104694957
7371413;1681287072
7371413;1980670276
7434907;2258975328
7434907;2503389431
7434907;2621150334
7489460;2087568583
7489460;1969453933
7489460;2122303785
7489460;37042651
7495282;2143825425
7495282;2473215136
7498473;2097423228
7518849;256576233
7544043;106016043
7544043;2042145703
7544043;233250515
7548172;2019007185
7548172;2221456603
7548172;672707272
7548172;675136303
7558436;2235313478
7558436;2663121153
7585623;2093722598
7585623;1907347419
7585623;2136585312
7585623;2121418025
7585623;2124474361
7599186;2295267284
7599186;2166812292
7626757;2040620936
7626757;395571536
7626757;2025254634
7632658;2256599170
7632658;2150365856
7694972;2432829633
7694972;2172027695
7721922;1701328338
7721922;2164690633
7821847;2532856624
7824952;2231016288
7824952;2168028537
7824952;2168790251
7833966;1646720253
7833966;2156970971
7833966;2155498033
7857344;2112070648
7857344;2034009146
7868829;247034129
7912116;2249077208
7921658;2293317640
7937025;342927332
7937025;2609611337
7943539;2278622655
8027711;1990745165
8027711;2092295963
8027711;1848146570
8027711;2491466639
8029847;2570912307
8029847;2095650483
8029847;2061074560
8045854;438431100
8045854;2916741706
8045854;232879395
8095997;2398439120
8095997;2582109016
8136706;2316694966
8136706;2905542018
8136706;2100219114
8138065;2091996784
8138065;1886144542
8138065;1992775489
8159915;2164096941
8159915;2618270272
8159915;2164298414
8159915;2682066601
8159915;2099022773
8172325;1217129589
8204747;199901789
8204747;2499436033
8205339;2313374211
8205339;2482961538
8222043;2166143768
8222043;2162969375
8222043;2278704811
8222043;2053048831
8222043;2147180669
8239055;2070929026
8239055;2181576878
8239055;2973878110
8239055;2080615129
8258973;2171947903
8258973;2169844284
8258973;2683580630
8258973;2140678091
8258973;2116617894
8258973;2334331502
8258973;2160749047
8258973;2169057019
8258973;2129174359
8261375;2152260277
8261375;2438840980
8261375;2136005950
8281617;2919423811
8294097;2025149838
8294097;2129235405
8294097;2483939723
8302992;2068989208
8306339;2118784265
8306339;50962980
8342646;2504645196
8342646;2123542707
8342646;2309846356
8362916;81359666
8362916;2097786798
8365436;2167353121
8365436;2019796748
8365436;2003215257
8365436;153853194
8365436;2203875251
8381840;2155325675
8381840;2603930571
8381840;1833188822
8408444;2106669029
8408444;2070332266
8408444;2462369831
8449307;2617711942
8449307;2341205191
8454456;2423819275
8454456;2781030358
8454456;1532231096
8454456;1799365946
8455847;2007193732
8455847;1963981059
8490009;2293585885
8490009;1890964410
8490009;2169870076
8517183;2443537285
8587209;1911416557
8587209;1989344937
8587209;2122473189
8587209;2510675961
8623215;2803252850
8625731;1944197912
8627866;170620773
8627866;2047892088
8627866;2161654796
8639604;2251042607
8639604;2734695892
8639604;2223569206
8639604;2110878495
8675303;2985903253
8675303;2070688110
8677904;2024733053
8677904;315881260
8679120;2659357773
8713414;213590756
8713414;2899997753
8713414;2117371339
8719666;2251140012
8719666;2131086349
8719666;2194111320
8719666;347927369
8719666;2980323730
8800403;2569775939
8813505;2072456551
8813505;2136340264
8815242;2581141468
8815242;2145563051
8815242;2722687184
8845214;702337841
8866102;2102330500
8866102;437246287
8910829;2715340449
8944799;1942926516
9002293;2408222537
9002293;2054966800
9002293;2128467596
9002293;2575447085
9017778;2103462846
9017778;2091485889
9017778;2121969309
9017778;1998923084
9017778;1969876091
9021291;2164456969
9022867;2329507529
9022867;2304938836
9026421;325359436
9026421;2152166787
9026421;1936741433
9026421;681283558
9035906;2012591629
9035906;2006294093
9053864;2030600720
9053864;2345375029
9053864;618806369
9061855;2132089697
9069501;2077011293
9069501;2295575204
9069501;182723510
9080237;2136276988
9080237;2139252307
9080237;2686351807
9080237;2510831878
9091480;2068158370
9091480;2122485138
9091480;215083429
9098371;2297460900
9162323;137139016
9162323;1973703345
9166514;2023397025
9166514;1415200005
9166514;2004973479
9166514;2100354803
9178142;339075816
9178142;2170726521
9180214;2689646360
9180214;2170129106
9181614;2100428966
9198038;344754417
9198038;1543483944
9198038;2107158153
9198038;2142652685
9198038;1971438242
9229288;2698018725
9245986;2147897015
9245986;2056340113
9245986;15579684
9262815;2127062714
9262815;2074373970
9262815;2137709450
9262815;2142028151
9290197;91553028
9290197;2315593262
9295629;2231448080
9295629;2029825177
9295629;2172010600
9295629;2637291494
9295629;2043130285
9295629;2250915548
9295629;1974628504
9295629;2007306452
9296126;2639037893
9296126;1978944386
9296126;1977135619
9324657;1996407141
9333331;2171741543
9333331;2116269043
9340065;2598513312
9340065;2678769686
9358079;2469542444
9358079;2157898809
9403874;2145441056
9403874;2638251548
9403874;2662164034
9403874;1974685800
9412952;2270114910
9439495;2130524696
9439495;2136886846
9498632;2164637649
9498632;2144264924
9498632;1808890944
9532344;303790134
9532344;1607907501
9532344;1996552527
9556902;2430434691
9556902;1661797895
9556902;2118802686
9556902;2041280306
9567103;2110451084
9567103;2052243252
9567103;89886145
9567103;252723055
9567103;2100196396
9567103;2028345965
9615733;2241971207
9615733;1315387527
9615733;2097134441
9615733;2305176724
9616141;2483377241
9623391;2178737522
9623391;2149218452
9623391;2100532023
9639985;2461478935
9639985;1672605196
9639985;2194000732
9645303;1817261550
9645303;2250484757
9657784;1259251873
9657784;2039456419
9657784;2083669596
9657784;2111611200
9657784;96087220
9657784;2209303800
9657784;1725132105
9657784;2048719660
9664036;102275441
9664036;2255722903
9664036;2126031951
9664036;2120787314
9668009;2397920894
9668009;2616160299
9668009;2509157803
9668009;2311454991
9715319;2141706349
9715319;2132872148
9715319;2170062325
9715319;1931404820
9715319;2162925617
9715319;2141140439
9751057;2065419432
9751057;2159401554
9751057;2518564331
9751057;2093958948
9751057;2970582965
9751057;2278748376
9785351;2663287195
9793924;121680130
9793924;2114793346
9794753;2153176415
9794753;251586799
9794753;1167784658
9811568;2148602094
9935762;1851097240
9935762;1464248394
9935762;2016064182
9957747;2436161605
9957747;2607985692
9958333;2609791208
9958333;2098283194
9958333;2306871849
9958333;2297096719
9958333;2140539176
9958333;2269113154
9958333;2990873832
10040640;2335881249
10065857;2112684445
10065857;135822269
10072121;2057432335
10072121;1250482674
10072121;2779581800
10072121;2522067296
10105891;2191139567
10105891;2426063241
10118043;2686575686
10118043;34372789
10120196;1902742126
10120196;2304684316
10120196;2168095814
10120196;2295363640
10120196;1991389521
10124741;2059892791
10124741;2131749055
10125997;511955420
10125997;2098057956
10125997;2165267828
10145181;2777104285
10145181;2163774403
10147339;85207129
10147339;2162885025
10147339;1974967662
10152071;1328863113
10152071;2043417111
10152071;2024124118
10152071;2122051151
10158150;649603640
10158150;2638394769
10158150;2312141325
10158150;2084851191
10158150;2859167067
10158150;2002154321
10166594;1966735589
10166594;1969981190
10194420;242900681
10194420;504289290
10211374;2016994499
10211374;2015310755
10211374;2127573056
10242137;2204297998
10316023;1254815390
10316023;21303530
10317152;2009795795
10330309;2552659299
10447511;2395492924
10447511;2662005105
10532257;2436924776
10539125;2722247746
10539125;2697438491
10544556;2940975103
10566567;2129402660
10566567;2031012337
10566567;2277984285
10566567;1965883356
10566567;2112445829
10566567;2103920730
10589464;1963673199
10589464;1257273424
10589464;2013732560
10596387;2172133789
10596387;305749578
10596387;1625632746
10647322;2264363730
10647322;1501542852
10647492;2874639976
10647492;2260167692
10647492;2015356498
10647492;2264139752
10647492;2490880542
10647492;1975418752
10647492;2134654536
10705073;2923798283
10705073;2154687308
10705073;2110278953
10710906;2777793279
10710906;2673108456
10710906;2159577880
10710906;2163830057
10720523;2310735544
10720523;511619218
10720523;2158501633
10764281;2186786450
10764281;1970995722
10777306;2508101048
10777306;2273217107
10789279;738421962
10789279;2264024174
10789279;81293742
10789279;2098366200
10798649;13427625
10798649;2419279423
10805170;2126415513
10814118;2148992657
10866776;2131050340
10866776;2985494242
10868980;2167730726
10868980;1470561290
10868980;339978964
10876243;2633917564
10876243;2637702798
10879606;2720368058
10920913;2129213725
10920913;145797151
10920913;2291541041
10931660;2923932936
10931660;2136376908
10931660;2131040621
10931660;2152556034
10935558;2953271361
10935558;2142906095
10942467;75764242
10942467;2056506989
10972377;639666141
10972377;2122007671
10972377;2000097935
10993888;2102622853
11016321;2082506657
11050434;2035632083
11093695;2429104365
11093695;2712933970
11125969;2244298034
11125969;2168236003
11125969;2130879801
11173561;2048814103
11174961;110840802
11174961;2172290114
11174961;1847614648
11174961;58417693
11181350;180629841
11181350;2735244404
11181350;142323628
11181350;2608221030
11181350;2173435351
11186253;2307836764
11186253;1995275341
11186253;2513376749
11194751;338127684
11194751;2155373992
11194751;2661380925
11194751;2505023898
11194751;2308309318
11194751;1990876473
11194751;2628026464
11194751;2005500650
11194751;103206078
11224343;2152829327
11224343;2125827104
11225822;2185555069
11225822;2269838170
11225822;2764420140
11242719;2974355650
11242719;2140450248
11242719;2004722232
11242719;2137593587
11249406;2251818727
11249406;2427182668
11249406;2159902758
11272930;2318702261
11272930;1992449110
11332679;2332839613
11339335;2988078801
11339335;2405441091
11339335;2238704167
11339335;2985367803
11343523;2122552307
11393376;2788547895
11393376;2199370682
11393376;2156699441
11393376;2117989789
11393376;2908289555
11393376;2955784227
11401934;227293407
11401934;2808181
11416113;2235024972
11450473;2670507356
11450473;2504755132
11452181;2220446343
11522892;2131290400
11522892;40612409
11524376;2105125859
11524376;2294797006
11525234;2973830329
11525234;2300678779
11572151;1938674939
11572151;2135583296
11572151;2786479843
11572151;296673007
11572151;60801742
11572151;2043500358
11572151;163375933
11572151;1270813876
11572151;1560803688
11572151;2112147116
11591816;1230122370
11659017;2096201235
11659017;38953562
11659017;1809897820
11745342;2133052068
11745342;2797894434
11745342;2793419710
11771210;2099640267
11771210;2087965906
11776424;2910511536
11785173;2907624426
11809405;2153663785
11809405;2048019866
11809405;2073490333
11809405;2490800557
11809405;2531821519
11814621;2127730991
11814621;2610510160
11814621;2248806669
11814621;402941322
11817110;2781227125
11817110;2157949701
11817110;1986476467
11855197;2275398206
11855197;2747628512
11875404;2146785368
11875404;407444821
11888698;2019451459
11888698;2131127782
11926210;2032685800
11926210;207585257
11926210;2165712978
11954095;2040918890
11954095;2119938105
11954095;2172169112
11954095;1503089194
11954095;101076526
11954095;1970520232
11954095;2039323569
11954095;627093654
11955044;2041870481
11955044;2139001395
11955044;1908059865
11955044;2444476087
11955044;2002773746
11955044;2054437942
11968805;2125931530
11968805;2081612488
11970851;62781182
11970851;2140323494
11992228;2169419192
11992228;2550904154
11992228;2953111510
11992228;2806473509
12023602;2308631424
12023602;118265872
12023602;2137700587
12023602;2256749686
12023602;2256114397
12058999;407666257
12070690;2171056384
12070690;1984548041
12070690;1238109048
12070690;736089151
12086526;1997579878
12086526;388744685
12086526;2973849404
12188838;2147740475
12188838;2109515277
12189634;2305256126
12189634;2708916691
12189634;2144932617
12208184;2974511715
12208184;1791655166
12213244;2480105882
12213244;2119252004
12213244;1995381876
12256183;2016686696
12256183;2951267909
12256183;2721279060
12298325;2004698961
12298325;2121751581
12298325;1748916750
12348779;2892626836
12348779;660673332
12348779;2131745686
12348779;1265152420
12445670;2193237907
12445670;2082881736
12445670;2113153154
12445670;2159787887
12445670;2986027962
12445670;2163228047
12454259;2146336460
12454259;2168565899
12472317;2133428954
12472317;2970312161
12472317;2642857705
12472317;2140381752
12492414;2169325377
12492414;2147230183
12492414;2149606126
12525715;2571977407
12525715;2152231056
12525715;2626594929
12525715;2579023706
12532419;2138654397
12532419;2155100735
12537036;2651080460
12537036;2237101560
12537036;2469209240
12537036;2114289475
12537036;2033506517
12544054;2170230360
12544054;2096345549
12569517;2126809402
12569517;2121641969
12569517;2121431378
12570909;2122873876
12570909;2149750490
12570909;185964298
12570909;2435511731
12570909;1990677562
12570909;2251280890
12570909;2019097044
12570917;2153285360
12570917;689646243
12579861;2123592967
12579861;2549781554
12579861;294679255
12623182;2550738889
12623182;2308778526
12623182;2551132721
12623592;2654931382
12623592;2757774624
12623592;2737694421
12623592;2797527445
12623592;2516391494
12623592;2601471793
12655809;2321167390
12655809;97204979
12673443;2106654442
12673443;2798751223
12688243;2114199729
12688243;2144033718
12688243;2151237659
12688243;2130397481
12748326;1991987709
12791606;2942310288
12791606;2630506230
12791606;2135897589
12813696;2575570658
12813696;2054093342
12813696;2162211434
12814185;45751874
12814185;694262396
12814185;2262187733
12915782;2117982703
12915782;2166513862
12915782;2584387344
12934292;126863292
12934292;727185875
12934292;2107357764
12935611;2131617236
12935611;2531608164
12935611;2107877494
12954281;2142501508
12954281;2964416584
12955791;2103389385
13002960;2463307546
13002960;2879159454
13002960;2356000290
13007177;290319069
13007177;36578507
13009116;710499879
13009116;2166746209
13021155;2130367350
13075029;2117126637
13098871;2809045042
13098871;2295848789
13102741;2280194754
13166459;2418389871
13166459;2549236377
13166459;2098742260
13244546;2777020689
13244546;2127260773
13248295;2138165976
13248295;2624742618
13269089;1094761056
13269089;2579666381
13269089;2573127905
13269089;352861892
13269089;1994294355
13269089;2045880872
13307687;2170828218
13307687;2113271024
13307687;2037891785
13310360;2313684222
13310360;27084750
13310360;2097461016
13310360;678106963
13359656;2183211867
13363018;2137768221
13363018;2017922212
13363018;1982745491
13400523;2644458839
13417502;322129674
13417502;2799199846
13417502;2166069912
13419052;1258388823
13501734;2318658930
